IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
154.64.251.161,2,2,0.00,76.28,0.00
156.237.202.223,2,2,0.00,76.28,0.00
45.199.13.80,2,2,0.00,76.31,0.00
156.232.168.245,2,2,0.00,76.40,0.00
43.224.225.80,2,2,0.00,76.47,0.00
45.199.13.73,2,2,0.00,76.49,0.00
156.232.168.251,2,2,0.00,76.54,0.00
182.16.78.149,2,2,0.00,76.55,0.00
182.16.79.82,2,2,0.00,76.64,0.00
43.240.12.153,2,2,0.00,76.65,0.00
45.199.13.87,2,2,0.00,76.75,0.00
43.249.2.81,2,2,0.00,76.90,0.00
156.226.104.99,2,2,0.00,76.95,0.00
154.64.251.15,2,2,0.00,77.00,0.00
43.229.7.16,2,2,0.00,77.02,0.00
43.225.47.191,2,2,0.00,77.10,0.00
154.64.250.84,2,2,0.00,77.17,0.00
182.16.77.140,2,2,0.00,77.21,0.00
43.199.71.58,2,2,0.00,77.27,0.00
182.16.86.221,2,2,0.00,77.30,0.00
45.199.13.93,2,2,0.00,77.31,0.00
43.229.6.182,2,2,0.00,77.35,0.00
43.229.4.82,2,2,0.00,77.47,0.00
156.226.119.156,2,2,0.00,77.56,0.00
45.199.13.78,2,2,0.00,77.56,0.00
154.91.6.131,2,2,0.00,77.60,0.00
45.200.75.194,2,2,0.00,77.80,0.00
182.16.78.150,2,2,0.00,77.85,0.00
154.91.6.149,2,2,0.00,78.11,0.00
43.199.181.4,2,2,0.00,78.11,0.00
43.249.207.186,2,2,0.00,78.18,0.00
43.225.47.200,2,2,0.00,78.35,0.00
43.248.66.55,2,2,0.00,78.38,0.00
43.198.35.233,2,2,0.00,78.57,0.00
45.207.12.50,2,2,0.00,78.65,0.00
43.226.23.174,2,2,0.00,78.69,0.00
45.200.72.76,2,2,0.00,78.72,0.00
43.199.182.212,2,2,0.00,78.80,0.00
45.199.13.82,2,2,0.00,79.04,0.00
43.199.19.46,2,2,0.00,79.17,0.00
156.237.202.221,2,2,0.00,79.19,0.00
182.16.7.26,2,2,0.00,79.40,0.00
193.218.39.78,2,2,0.00,79.44,0.00
182.16.71.206,2,2,0.00,79.46,0.00
182.16.72.13,2,2,0.00,79.47,0.00
156.225.22.52,2,2,0.00,79.58,0.00
45.200.74.223,2,2,0.00,79.62,0.00
182.16.70.246,2,2,0.00,79.75,0.00
43.240.12.155,2,2,0.00,79.76,0.00
154.91.6.136,2,2,0.00,79.90,0.00
45.200.73.69,2,2,0.00,79.94,0.00
43.249.0.85,2,2,0.00,79.99,0.00
45.199.13.85,2,2,0.00,80.18,0.00
45.199.13.88,2,2,0.00,80.40,0.00
156.237.202.227,2,2,0.00,80.42,0.00
45.199.23.103,2,2,0.00,80.43,0.00
154.91.6.132,2,2,0.00,80.79,0.00
156.237.202.222,2,2,0.00,80.83,0.00
154.64.247.55,2,2,0.00,80.88,0.00
156.226.100.219,2,2,0.00,81.10,0.00
156.225.2.18,2,2,0.00,81.14,0.00
43.240.12.152,2,2,0.00,81.15,0.00
43.229.6.180,2,2,0.00,81.20,0.00
45.199.13.98,2,2,0.00,81.25,0.00
43.249.175.28,2,2,0.00,81.35,0.00
43.198.32.139,2,2,0.00,81.39,0.00
156.225.157.226,2,2,0.00,81.48,0.00
156.237.202.224,2,2,0.00,81.49,0.00
156.226.102.29,2,2,0.00,81.52,0.00
45.249.244.139,2,2,0.00,81.58,0.00
45.199.23.101,2,2,0.00,81.69,0.00
156.232.168.244,2,2,0.00,81.73,0.00
154.89.94.28,2,2,0.00,81.78,0.00
43.199.193.167,2,2,0.00,81.78,0.00
156.226.122.240,2,2,0.00,82.06,0.00
154.91.6.130,2,2,0.00,82.06,0.00
154.64.247.151,2,2,0.00,82.34,0.00
156.226.80.72,2,2,0.00,82.35,0.00
43.251.104.228,2,2,0.00,82.41,0.00
45.199.13.99,2,2,0.00,82.78,0.00
45.199.13.94,2,2,0.00,82.79,0.00
43.242.130.242,2,2,0.00,82.80,0.00
156.237.202.219,2,2,0.00,82.92,0.00
156.225.19.202,2,2,0.00,83.25,0.00
45.200.75.66,2,2,0.00,83.86,0.00
45.126.183.53,2,2,0.00,84.00,0.00
165.154.96.5,2,2,0.00,84.42,0.00
45.199.13.92,2,2,0.00,84.62,0.00
156.226.101.243,2,2,0.00,84.63,0.00
43.240.12.132,2,2,0.00,84.67,0.00
45.199.13.97,2,2,0.00,84.99,0.00
154.64.247.217,2,2,0.00,85.05,0.00
43.248.65.82,2,2,0.00,85.33,0.00
43.198.247.73,2,2,0.00,85.45,0.00
156.226.99.179,2,2,0.00,85.54,0.00
43.242.130.246,2,2,0.00,85.55,0.00
43.249.255.13,2,2,0.00,85.79,0.00
43.242.130.149,2,2,0.00,85.81,0.00
45.249.244.110,2,2,0.00,85.98,0.00
156.225.156.184,2,2,0.00,86.25,0.00
43.198.247.63,2,2,0.00,86.43,0.00
43.199.193.133,2,2,0.00,86.88,0.00
154.64.247.138,2,2,0.00,87.18,0.00
154.64.247.188,2,2,0.00,87.27,0.00
194.41.37.1,2,2,0.00,87.29,0.00
43.242.130.37,2,2,0.00,87.38,0.00
154.64.247.139,2,2,0.00,87.43,0.00
194.146.86.254,2,2,0.00,87.65,0.00
210.79.61.201,2,2,0.00,87.67,0.00
194.146.86.252,2,2,0.00,87.73,0.00
43.242.130.215,2,2,0.00,87.75,0.00
45.199.13.84,2,2,0.00,87.81,0.00
45.249.244.200,2,2,0.00,87.86,0.00
154.218.66.239,2,2,0.00,87.92,0.00
207.148.40.227,2,2,0.00,87.93,0.00
43.242.130.41,2,2,0.00,88.19,0.00
154.64.247.130,2,2,0.00,88.36,0.00
182.16.55.44,2,2,0.00,88.46,0.00
154.64.247.213,2,2,0.00,88.46,0.00
45.199.47.144,2,2,0.00,88.63,0.00
194.146.86.251,2,2,0.00,88.82,0.00
69.160.173.167,2,2,0.00,88.87,0.00
45.199.23.109,2,2,0.00,88.88,0.00
43.198.26.223,2,2,0.00,88.97,0.00
43.243.73.254,2,2,0.00,89.10,0.00
156.232.130.87,2,2,0.00,89.11,0.00
198.44.175.137,2,2,0.00,89.29,0.00
156.225.148.182,2,2,0.00,89.43,0.00
198.44.175.138,2,2,0.00,89.61,0.00
194.146.86.18,2,2,0.00,89.64,0.00
156.225.133.183,2,2,0.00,89.69,0.00
43.242.130.43,2,2,0.00,90.01,0.00
210.79.61.11,2,2,0.00,90.02,0.00
43.252.160.164,2,2,0.00,90.04,0.00
154.64.247.135,2,2,0.00,90.11,0.00
43.199.63.100,2,2,0.00,90.16,0.00
43.242.130.40,2,2,0.00,90.24,0.00
43.242.203.122,2,2,0.00,90.25,0.00
194.146.86.250,2,2,0.00,90.29,0.00
43.240.15.237,2,2,0.00,90.36,0.00
194.146.86.253,2,2,0.00,90.49,0.00
43.242.130.239,2,2,0.00,90.60,0.00
154.218.3.194,2,2,0.00,90.76,0.00
210.79.61.38,2,2,0.00,90.76,0.00
43.242.130.253,2,2,0.00,90.91,0.00
43.242.130.148,2,2,0.00,91.00,0.00
43.246.173.175,2,2,0.00,91.02,0.00
154.91.6.158,2,2,0.00,91.15,0.00
43.242.130.150,2,2,0.00,91.16,0.00
43.240.12.7,2,2,0.00,91.31,0.00
43.242.130.47,2,2,0.00,91.37,0.00
43.242.130.164,2,2,0.00,91.38,0.00
43.248.63.41,2,2,0.00,91.50,0.00
45.200.74.77,2,2,0.00,91.54,0.00
45.199.23.111,2,2,0.00,91.57,0.00
43.242.202.77,2,2,0.00,91.57,0.00
45.200.30.232,2,2,0.00,91.65,0.00
43.240.12.6,2,2,0.00,91.67,0.00
43.242.130.36,2,2,0.00,91.93,0.00
43.242.130.183,2,2,0.00,91.99,0.00
45.207.12.59,2,2,0.00,92.05,0.00
154.215.17.135,2,2,0.00,92.07,0.00
45.200.48.218,2,2,0.00,92.07,0.00
182.161.66.122,2,2,0.00,92.13,0.00
43.243.73.176,2,2,0.00,92.16,0.00
156.237.202.231,2,2,0.00,92.38,0.00
43.242.130.69,2,2,0.00,92.47,0.00
156.225.153.80,2,2,0.00,92.53,0.00
43.240.12.158,2,2,0.00,92.61,0.00
156.232.130.119,2,2,0.00,92.68,0.00
43.242.200.14,2,2,0.00,92.78,0.00
194.41.58.9,2,2,0.00,92.87,0.00
45.126.183.52,2,2,0.00,92.93,0.00
43.242.130.166,2,2,0.00,93.03,0.00
43.242.130.104,2,2,0.00,93.11,0.00
43.199.6.66,2,2,0.00,93.20,0.00
45.207.12.85,2,2,0.00,93.26,0.00
156.232.142.68,2,2,0.00,93.31,0.00
43.242.130.22,2,2,0.00,93.33,0.00
43.199.3.225,2,2,0.00,93.38,0.00
45.199.23.106,2,2,0.00,93.38,0.00
43.199.2.120,2,2,0.00,93.49,0.00
43.198.250.8,2,2,0.00,93.51,0.00
43.132.249.41,2,2,0.00,93.58,0.00
35.241.106.141,2,2,0.00,93.58,0.00
45.207.12.39,2,2,0.00,93.59,0.00
154.91.6.162,2,2,0.00,93.60,0.00
156.232.156.27,2,2,0.00,93.60,0.00
43.240.12.154,2,2,0.00,93.74,0.00
43.249.255.16,2,2,0.00,93.77,0.00
43.240.15.18,2,2,0.00,93.85,0.00
43.129.198.102,2,2,0.00,93.89,0.00
154.218.3.102,2,2,0.00,94.15,0.00
43.198.252.244,2,2,0.00,94.23,0.00
45.207.12.62,2,2,0.00,94.33,0.00
43.249.221.148,2,2,0.00,94.37,0.00
43.198.246.242,2,2,0.00,94.47,0.00
43.199.22.27,2,2,0.00,94.47,0.00
45.207.12.93,2,2,0.00,94.55,0.00
43.198.253.109,2,2,0.00,94.63,0.00
69.160.173.111,2,2,0.00,94.64,0.00
43.242.130.45,2,2,0.00,94.74,0.00
43.240.15.236,2,2,0.00,94.85,0.00
43.243.73.253,2,2,0.00,94.93,0.00
198.44.173.181,2,2,0.00,95.19,0.00
43.198.0.236,2,2,0.00,95.24,0.00
43.252.160.139,2,2,0.00,95.29,0.00
43.132.110.64,2,2,0.00,95.30,0.00
43.243.46.230,2,2,0.00,95.60,0.00
199.15.77.128,2,2,0.00,95.64,0.00
154.218.2.250,2,2,0.00,95.75,0.00
43.242.130.124,2,2,0.00,95.81,0.00
43.247.134.71,2,2,0.00,95.88,0.00
43.242.200.18,2,2,0.00,95.99,0.00
156.224.28.50,2,2,0.00,96.00,0.00
154.218.2.64,2,2,0.00,96.08,0.00
154.218.66.36,2,2,0.00,96.08,0.00
194.41.59.204,2,2,0.00,96.11,0.00
43.246.174.235,2,2,0.00,96.12,0.00
43.199.67.215,2,2,0.00,96.25,0.00
194.41.37.83,2,2,0.00,96.27,0.00
154.218.3.96,2,2,0.00,96.30,0.00
43.246.174.241,2,2,0.00,96.42,0.00
45.199.23.110,2,2,0.00,96.47,0.00
43.242.130.49,2,2,0.00,96.48,0.00
154.64.245.225,2,2,0.00,96.63,0.00
43.198.102.32,2,2,0.00,96.75,0.00
194.41.37.86,2,2,0.00,96.78,0.00
154.218.2.218,2,2,0.00,96.93,0.00
43.242.130.209,2,2,0.00,97.09,0.00
43.242.130.56,2,2,0.00,97.18,0.00
154.91.6.164,2,2,0.00,97.33,0.00
154.92.14.152,2,2,0.00,97.51,0.00
43.246.174.252,2,2,0.00,97.74,0.00
45.249.244.211,2,2,0.00,97.77,0.00
43.243.73.159,2,2,0.00,97.83,0.00
43.198.248.108,2,2,0.00,97.94,0.00
154.64.247.107,2,2,0.00,97.97,0.00
45.199.23.75,2,2,0.00,98.01,0.00
45.249.245.170,2,2,0.00,98.03,0.00
45.199.23.115,2,2,0.00,98.21,0.00
43.198.102.44,2,2,0.00,98.33,0.00
43.242.130.50,2,2,0.00,98.36,0.00
45.200.30.111,2,2,0.00,98.43,0.00
43.246.174.239,2,2,0.00,98.49,0.00
45.199.23.119,2,2,0.00,98.69,0.00
156.224.28.62,2,2,0.00,98.70,0.00
43.199.52.111,2,2,0.00,98.73,0.00
45.199.23.83,2,2,0.00,98.80,0.00
194.41.37.2,2,2,0.00,98.83,0.00
156.237.202.230,2,2,0.00,98.87,0.00
154.92.100.43,2,2,0.00,98.98,0.00
43.247.134.24,2,2,0.00,99.03,0.00
43.199.40.14,2,2,0.00,99.08,0.00
45.199.23.73,2,2,0.00,99.15,0.00
156.224.63.207,2,2,0.00,99.26,0.00
43.242.130.55,2,2,0.00,99.40,0.00
43.246.174.226,2,2,0.00,99.44,0.00
45.199.23.79,2,2,0.00,99.48,0.00
156.225.25.55,2,2,0.00,99.60,0.00
154.92.103.56,2,2,0.00,99.63,0.00
45.249.244.186,2,2,0.00,99.70,0.00
43.249.27.126,2,2,0.00,99.71,0.00
38.181.14.36,2,2,0.00,99.76,0.00
198.44.172.180,2,2,0.00,99.87,0.00
43.242.130.109,2,2,0.00,100.00,0.00
43.135.40.49,2,2,0.00,100.00,0.00
45.199.23.78,2,2,0.00,100.18,0.00
45.199.23.112,2,2,0.00,100.43,0.00
43.243.243.215,2,2,0.00,100.52,0.00
45.199.23.121,2,2,0.00,100.56,0.00
182.16.55.22,2,2,0.00,100.60,0.00
69.160.173.10,2,2,0.00,100.64,0.00
156.227.29.9,2,2,0.00,100.64,0.00
43.249.255.15,2,2,0.00,100.73,0.00
43.246.174.236,2,2,0.00,100.75,0.00
45.199.23.124,2,2,0.00,100.82,0.00
45.199.23.87,2,2,0.00,100.85,0.00
43.241.47.62,2,2,0.00,100.95,0.00
45.199.23.113,2,2,0.00,100.99,0.00
45.199.23.72,2,2,0.00,101.06,0.00
45.199.23.122,2,2,0.00,101.34,0.00
154.92.101.46,2,2,0.00,101.43,0.00
43.240.15.16,2,2,0.00,101.53,0.00
45.199.23.76,2,2,0.00,101.60,0.00
43.242.130.54,2,2,0.00,101.66,0.00
154.92.103.41,2,2,0.00,101.84,0.00
43.240.15.17,2,2,0.00,101.86,0.00
45.199.23.117,2,2,0.00,101.95,0.00
198.44.172.18,2,2,0.00,102.06,0.00
43.199.39.226,2,2,0.00,102.28,0.00
43.198.236.189,2,2,0.00,102.35,0.00
43.242.130.48,2,2,0.00,102.46,0.00
45.126.183.226,2,2,0.00,102.71,0.00
38.33.173.111,2,2,0.00,102.91,0.00
43.246.174.225,2,2,0.00,103.10,0.00
43.199.49.210,2,2,0.00,103.16,0.00
43.243.45.232,2,2,0.00,103.29,0.00
43.246.174.224,2,2,0.00,103.39,0.00
38.11.226.237,2,2,0.00,103.63,0.00
45.199.23.97,2,2,0.00,103.64,0.00
43.240.13.85,2,2,0.00,103.67,0.00
45.126.183.227,2,2,0.00,103.67,0.00
194.41.37.98,2,2,0.00,103.70,0.00
45.207.13.209,2,2,0.00,103.83,0.00
156.227.29.89,2,2,0.00,103.91,0.00
45.199.23.120,2,2,0.00,103.99,0.00
45.199.23.95,2,2,0.00,104.22,0.00
156.224.38.110,2,2,0.00,104.24,0.00
38.177.182.95,2,2,0.00,104.27,0.00
38.33.171.79,2,2,0.00,104.33,0.00
38.14.24.187,2,2,0.00,104.34,0.00
156.224.34.209,2,2,0.00,104.36,0.00
198.176.59.99,2,2,0.00,104.42,0.00
45.199.33.55,2,2,0.00,104.55,0.00
38.173.29.252,2,2,0.00,104.63,0.00
38.63.65.57,2,2,0.00,104.65,0.00
45.199.33.35,2,2,0.00,104.70,0.00
35.220.253.205,2,2,0.00,104.73,0.00
38.177.186.194,2,2,0.00,104.76,0.00
43.198.136.119,2,2,0.00,105.06,0.00
38.11.247.111,2,2,0.00,105.11,0.00
45.199.23.99,2,2,0.00,105.27,0.00
38.180.149.70,2,2,0.00,105.29,0.00
38.33.189.210,2,2,0.00,105.29,0.00
154.92.103.61,2,2,0.00,105.53,0.00
38.11.250.43,2,2,0.00,105.61,0.00
165.154.96.50,2,2,0.00,105.70,0.00
38.11.159.225,2,2,0.00,105.84,0.00
154.92.17.124,2,2,0.00,105.92,0.00
45.199.23.84,2,2,0.00,105.97,0.00
38.33.179.212,2,2,0.00,106.13,0.00
38.11.226.60,2,2,0.00,106.33,0.00
38.173.48.85,2,2,0.00,106.41,0.00
38.177.182.146,2,2,0.00,106.53,0.00
38.177.190.211,2,2,0.00,106.57,0.00
43.198.125.195,2,2,0.00,106.63,0.00
207.148.40.185,2,2,0.00,106.69,0.00
38.177.182.42,2,2,0.00,106.70,0.00
38.11.149.228,2,2,0.00,106.79,0.00
156.254.221.198,2,2,0.00,106.87,0.00
45.199.23.90,2,2,0.00,106.97,0.00
38.177.155.219,2,2,0.00,107.01,0.00
38.14.30.4,2,2,0.00,107.26,0.00
38.173.43.156,2,2,0.00,107.35,0.00
43.249.207.149,2,2,0.00,107.48,0.00
154.215.135.103,2,2,0.00,107.49,0.00
38.177.182.245,2,2,0.00,107.51,0.00
45.199.23.116,2,2,0.00,107.58,0.00
38.177.182.96,2,2,0.00,107.66,0.00
154.215.133.71,2,2,0.00,107.68,0.00
43.198.135.134,2,2,0.00,107.69,0.00
38.173.48.51,2,2,0.00,107.86,0.00
156.254.216.50,2,2,0.00,107.93,0.00
38.173.5.86,2,2,0.00,107.99,0.00
46.149.192.165,2,2,0.00,108.04,0.00
38.173.51.9,2,2,0.00,108.05,0.00
38.177.190.233,2,2,0.00,108.11,0.00
38.177.140.15,2,2,0.00,108.14,0.00
38.33.189.205,2,2,0.00,108.19,0.00
165.154.96.51,2,2,0.00,108.27,0.00
45.199.33.20,2,2,0.00,108.32,0.00
45.199.23.92,2,2,0.00,108.33,0.00
38.177.139.46,2,2,0.00,108.41,0.00
38.11.247.114,2,2,0.00,108.41,0.00
38.173.36.133,2,2,0.00,108.47,0.00
43.198.239.228,2,2,0.00,108.53,0.00
38.11.245.154,2,2,0.00,108.55,0.00
38.177.143.17,2,2,0.00,108.60,0.00
45.199.24.3,2,2,0.00,108.71,0.00
154.215.143.29,2,2,0.00,108.84,0.00
38.177.182.191,2,2,0.00,109.02,0.00
154.44.30.137,2,2,0.00,109.03,0.00
38.177.182.195,2,2,0.00,109.09,0.00
38.177.182.147,2,2,0.00,109.14,0.00
45.199.3.254,2,2,0.00,109.15,0.00
43.228.90.12,2,2,0.00,109.31,0.00
38.173.12.15,2,2,0.00,109.37,0.00
38.11.246.145,2,2,0.00,109.44,0.00
38.173.29.193,2,2,0.00,109.45,0.00
38.11.148.229,2,2,0.00,109.57,0.00
46.149.192.119,2,2,0.00,109.64,0.00
38.177.182.53,2,2,0.00,109.70,0.00
38.11.158.238,2,2,0.00,110.00,0.00
38.177.182.112,2,2,0.00,110.15,0.00
156.227.29.143,2,2,0.00,110.28,0.00
43.198.13.187,2,2,0.00,110.33,0.00
43.198.235.138,2,2,0.00,110.45,0.00
38.11.230.99,2,2,0.00,110.45,0.00
154.44.29.77,2,2,0.00,110.77,0.00
38.177.143.219,2,2,0.00,110.86,0.00
38.14.24.166,2,2,0.00,110.88,0.00
38.11.148.228,2,2,0.00,111.07,0.00
52.229.204.201,2,2,0.00,111.18,0.00
38.11.245.152,2,2,0.00,111.25,0.00
38.11.255.218,2,2,0.00,111.32,0.00
38.177.185.59,2,2,0.00,111.32,0.00
35.220.226.25,2,2,0.00,111.43,0.00
38.173.4.104,2,2,0.00,111.53,0.00
38.11.233.199,2,2,0.00,111.64,0.00
38.177.182.165,2,2,0.00,111.77,0.00
154.215.144.228,2,2,0.00,111.89,0.00
4.191.74.207,2,2,0.00,112.06,0.00
38.177.185.61,2,2,0.00,112.10,0.00
4.144.59.16,2,2,0.00,112.25,0.00
4.144.63.218,2,2,0.00,112.28,0.00
154.215.126.115,2,2,0.00,112.35,0.00
38.177.141.21,2,2,0.00,112.36,0.00
182.16.55.139,2,2,0.00,112.39,0.00
154.215.128.230,2,2,0.00,112.43,0.00
4.144.61.182,2,2,0.00,112.60,0.00
154.215.10.231,2,2,0.00,112.66,0.00
38.11.228.161,2,2,0.00,112.69,0.00
154.215.100.61,2,2,0.00,112.70,0.00
154.215.137.91,2,2,0.00,112.74,0.00
38.173.5.66,2,2,0.00,112.76,0.00
154.215.128.242,2,2,0.00,112.96,0.00
207.148.40.140,2,2,0.00,113.07,0.00
4.144.32.205,2,2,0.00,113.19,0.00
35.220.209.165,2,2,0.00,113.21,0.00
154.215.128.159,2,2,0.00,113.27,0.00
154.215.138.22,2,2,0.00,113.35,0.00
154.215.127.141,2,2,0.00,113.36,0.00
35.220.239.112,2,2,0.00,113.48,0.00
52.175.37.6,2,2,0.00,113.58,0.00
52.175.32.191,2,2,0.00,113.62,0.00
4.144.39.207,2,2,0.00,113.69,0.00
52.229.166.80,2,2,0.00,113.94,0.00
38.11.134.60,2,2,0.00,113.98,0.00
207.46.136.10,2,2,0.00,114.01,0.00
154.215.139.44,2,2,0.00,114.22,0.00
52.175.29.202,2,2,0.00,114.23,0.00
35.220.230.122,2,2,0.00,114.43,0.00
52.175.64.192,2,2,0.00,114.45,0.00
154.214.65.56,2,2,0.00,114.54,0.00
46.149.192.164,2,2,0.00,114.62,0.00
154.92.32.126,2,2,0.00,114.79,0.00
52.175.32.55,2,2,0.00,114.86,0.00
154.215.138.13,2,2,0.00,114.87,0.00
52.175.33.51,2,2,0.00,115.07,0.00
207.148.39.172,2,2,0.00,115.21,0.00
154.214.82.89,2,2,0.00,115.31,0.00
52.229.215.77,2,2,0.00,115.36,0.00
182.16.55.138,2,2,0.00,115.50,0.00
52.175.31.159,2,2,0.00,115.59,0.00
45.126.182.39,2,2,0.00,115.61,0.00
154.215.112.12,2,2,0.00,115.62,0.00
4.144.32.119,2,2,0.00,115.65,0.00
52.184.55.74,2,2,0.00,115.69,0.00
43.198.234.15,2,2,0.00,115.73,0.00
52.175.30.84,2,2,0.00,115.73,0.00
52.175.31.128,2,2,0.00,115.79,0.00
207.46.158.239,2,2,0.00,115.80,0.00
207.46.140.41,2,2,0.00,115.97,0.00
52.184.64.154,2,2,0.00,116.04,0.00
52.184.64.34,2,2,0.00,116.16,0.00
154.214.82.162,2,2,0.00,116.22,0.00
207.148.40.131,2,2,0.00,116.39,0.00
43.198.224.12,2,2,0.00,116.62,0.00
154.215.128.140,2,2,0.00,116.90,0.00
52.175.38.24,2,2,0.00,116.93,0.00
154.214.83.48,2,2,0.00,117.06,0.00
154.214.70.135,2,2,0.00,117.09,0.00
154.214.71.102,2,2,0.00,117.14,0.00
45.136.197.189,2,2,0.00,117.21,0.00
154.214.84.15,2,2,0.00,117.24,0.00
154.92.32.153,2,2,0.00,117.26,0.00
154.214.64.194,2,2,0.00,117.33,0.00
52.229.189.168,2,2,0.00,117.42,0.00
154.214.82.163,2,2,0.00,117.51,0.00
4.191.74.32,2,2,0.00,117.52,0.00
52.175.31.82,2,2,0.00,117.65,0.00
154.215.122.243,2,2,0.00,117.70,0.00
46.149.192.166,2,2,0.00,117.80,0.00
207.148.39.213,2,2,0.00,117.87,0.00
154.215.108.2,2,2,0.00,117.89,0.00
4.144.61.123,2,2,0.00,117.90,0.00
38.11.142.85,2,2,0.00,117.93,0.00
43.198.229.144,2,2,0.00,117.94,0.00
182.16.55.13,2,2,0.00,118.13,0.00
154.214.92.106,2,2,0.00,118.24,0.00
154.214.97.137,2,2,0.00,118.26,0.00
207.148.39.171,2,2,0.00,118.27,0.00
154.214.82.165,2,2,0.00,118.38,0.00
52.229.207.0,2,2,0.00,118.49,0.00
52.229.167.154,2,2,0.00,118.75,0.00
52.229.161.30,2,2,0.00,119.02,0.00
154.215.114.74,2,2,0.00,119.37,0.00
52.175.33.205,2,2,0.00,119.45,0.00
154.214.81.115,2,2,0.00,119.54,0.00
207.148.39.22,2,2,0.00,119.67,0.00
52.175.30.114,2,2,0.00,119.73,0.00
4.192.72.175,2,2,0.00,119.74,0.00
4.144.60.129,2,2,0.00,119.89,0.00
154.214.91.121,2,2,0.00,119.97,0.00
154.44.29.170,2,2,0.00,120.16,0.00
52.175.60.42,2,2,0.00,120.18,0.00
52.175.34.163,2,2,0.00,120.21,0.00
207.148.39.113,2,2,0.00,120.32,0.00
154.215.115.178,2,2,0.00,120.41,0.00
52.229.129.46,2,2,0.00,120.51,0.00
52.175.36.180,2,2,0.00,120.96,0.00
8.217.181.213,2,2,0.00,121.06,0.00
45.126.182.29,2,2,0.00,121.07,0.00
52.229.205.196,2,2,0.00,121.16,0.00
154.214.81.166,2,2,0.00,121.20,0.00
154.215.112.28,2,2,0.00,121.29,0.00
207.148.39.107,2,2,0.00,121.37,0.00
46.149.192.59,2,2,0.00,121.51,0.00
207.148.39.137,2,2,0.00,121.52,0.00
52.229.144.224,2,2,0.00,121.55,0.00
52.175.31.118,2,2,0.00,121.70,0.00
46.149.193.122,2,2,0.00,121.79,0.00
154.214.85.229,2,2,0.00,121.95,0.00
154.214.185.114,2,2,0.00,122.02,0.00
8.217.144.104,2,2,0.00,122.13,0.00
207.148.39.117,2,2,0.00,122.34,0.00
8.217.181.77,2,2,0.00,122.43,0.00
4.191.76.238,2,2,0.00,122.52,0.00
207.148.39.121,2,2,0.00,122.56,0.00
52.229.163.159,2,2,0.00,122.63,0.00
52.229.205.38,2,2,0.00,122.76,0.00
207.148.39.232,2,2,0.00,122.86,0.00
207.148.39.139,2,2,0.00,122.90,0.00
207.148.39.108,2,2,0.00,122.93,0.00
207.148.39.21,2,2,0.00,122.94,0.00
154.214.74.227,2,2,0.00,123.45,0.00
154.92.34.250,2,2,0.00,123.59,0.00
52.229.207.62,2,2,0.00,123.94,0.00
154.214.154.28,2,2,0.00,124.01,0.00
154.214.88.73,2,2,0.00,124.09,0.00
154.214.155.219,2,2,0.00,124.09,0.00
154.214.185.94,2,2,0.00,124.13,0.00
154.214.179.146,2,2,0.00,124.15,0.00
207.148.39.112,2,2,0.00,124.16,0.00
207.46.157.145,2,2,0.00,124.25,0.00
154.214.185.95,2,2,0.00,124.45,0.00
46.149.193.123,2,2,0.00,124.58,0.00
52.175.38.221,2,2,0.00,124.77,0.00
4.192.74.211,2,2,0.00,124.83,0.00
52.184.64.112,2,2,0.00,124.92,0.00
4.144.40.112,2,2,0.00,125.36,0.00
154.214.154.26,2,2,0.00,125.41,0.00
154.214.179.166,2,2,0.00,125.71,0.00
52.175.36.182,2,2,0.00,125.75,0.00
52.175.37.218,2,2,0.00,125.75,0.00
154.214.157.203,2,2,0.00,125.85,0.00
154.214.179.170,2,2,0.00,125.90,0.00
154.44.26.241,2,2,0.00,126.11,0.00
43.198.220.132,2,2,0.00,126.20,0.00
154.214.74.19,2,2,0.00,127.13,0.00
154.214.154.25,2,2,0.00,127.33,0.00
154.214.179.178,2,2,0.00,127.35,0.00
46.149.193.124,2,2,0.00,127.38,0.00
154.214.154.27,2,2,0.00,127.40,0.00
35.220.190.252,2,2,0.00,127.75,0.00
216.118.226.100,2,2,0.00,128.18,0.00
4.144.61.24,2,2,0.00,128.40,0.00
8.217.138.158,2,2,0.00,128.44,0.00
52.175.31.122,2,2,0.00,128.51,0.00
154.214.181.222,2,2,0.00,128.59,0.00
52.175.30.163,2,2,0.00,128.64,0.00
154.214.178.208,2,2,0.00,128.95,0.00
8.217.131.124,2,2,0.00,129.11,0.00
45.126.180.217,2,2,0.00,129.17,0.00
4.144.61.45,2,2,0.00,129.32,0.00
154.215.105.84,2,2,0.00,129.39,0.00
154.214.181.198,2,2,0.00,129.90,0.00
154.44.25.148,2,2,0.00,130.30,0.00
154.214.178.236,2,2,0.00,130.31,0.00
154.214.171.54,2,2,0.00,130.63,0.00
4.191.75.110,2,2,0.00,130.67,0.00
154.44.24.224,2,2,0.00,131.29,0.00
8.217.122.8,2,2,0.00,131.32,0.00
52.184.55.79,2,2,0.00,131.34,0.00
52.175.26.189,2,2,0.00,131.46,0.00
4.191.75.6,2,2,0.00,131.51,0.00
8.217.126.232,2,2,0.00,131.59,0.00
4.192.72.25,2,2,0.00,131.68,0.00
154.214.161.217,2,2,0.00,131.72,0.00
4.192.75.145,2,2,0.00,131.82,0.00
